chromosome	strand	start_fw	end_fw	CGs_fw	length_fw	score_fw	start_rev	end_rev	CGs_rev	length_rev	score_rev	length_product	score_product	cov_contr	cov_tumor	meth_contr	meth_tumor	gc_fw	gc_rev	gene
chr5	+	177454836	177454859	3	23	606.98	177455092	177455111	3	19	1029.81	275	1636.79	17.1	12.2	0.54	77.16	0.87	0.87	PRR7 PRR7 PRR7 PRR7 PRR7 PRR7 PRR7 PRR7 PRR7 PRR7 PRR7
chr2	+	23386697	23386718	3	21	210.68	23387046	23387064	3	18	1426.05	367	1636.73	16.66	18.6	1.52	48.78	0.9	0.9	LINC02923 LINC02923 LINC02923 KLHL29 KLHL29
chr4	-	40856924	40856944	4	20	942.35	40857232	40857251	3	19	692.4	327	1634.75	13.95	8.0	0.26	98.47	0.85	0.85	APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2
chr14	-	60722621	60722643	3	22	1353.73	60722785	60722807	3	22	280.71	186	1634.44	18.5	19.04	0.9	47.95	0.68	0.68	SIX4 SIX4 SIX4 SIX4
chr17	+	17782330	17782349	4	19	872.15	17782440	17782464	5	24	761.08	134	1633.23	15.84	15.73	0.0	40.54	0.68	0.68	RAI1 RAI1 RAI1 RAI1 RAI1 RAI1 RAI1 RAI1 RAI1 LOC124903942 LOC124903942
chr17	-	49993622	49993640	3	18	1213.73	49993731	49993749	3	18	419.38	127	1633.11	21.9	21.5	0.56	42.84	0.72	0.72	DLX3 DLX3
chr20	-	3082707	3082731	3	24	678.43	3082749	3082773	5	24	953.99	66	1632.42	18.3	24.86	0.38	27.24	0.83	0.83	AVP AVP AVP AVP
chr5	+	171419119	171419141	3	22	372.54	171419270	171419291	4	21	1259.59	172	1632.13	11.42	11.9	0.28	60.58	0.77	0.77	
chr6	+	7052009	7052032	3	23	996.47	7052102	7052123	3	21	635.44	114	1631.91	16.0	18.54	0.82	48.74	0.7	0.7	
chr1	+	20484182	20484201	3	19	766.09	20484415	20484433	3	18	865.77	251	1631.86	17.3	9.7	2.1	94.28	0.74	0.74	CAMK2N1 CAMK2N1
chr20	-	3082596	3082618	3	22	1353.41	3082829	3082850	3	21	278.07	254	1631.48	18.4	25.04	1.0	35.4	0.82	0.82	AVP AVP AVP
chrX	-	46574765	46574788	3	23	833.04	46574942	46574966	3	24	797.17	201	1630.21	8.14	9.46	0.0	95.7	0.7	0.7	CHST7 CHST7 CHST7 CHST7
chr2	+	218992996	218993019	3	23	930.69	218993070	218993093	3	23	698.53	97	1629.22	19.0	20.5	0.0	43.5	0.65	0.65	CRYBA2 CRYBA2 CRYBA2
chr1	+	9652729	9652747	3	18	340.98	9652920	9652941	3	21	1288.21	212	1629.19	15.34	15.0	0.3	60.84	0.72	0.72	PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD PIK3CD-AS1 PIK3CD-AS1 PIK3CD-AS1
chrX	+	21656462	21656483	3	21	697.99	21656500	21656524	4	24	930.65	62	1628.64	6.44	7.6	0.0	100.0	0.76	0.76	KLHL34 KLHL34 KLHL34 KLHL34
chrX	+	21656479	21656500	3	21	697.99	21656522	21656546	4	24	930.65	67	1628.64	6.56	7.6	0.0	100.0	0.86	0.86	KLHL34 KLHL34 KLHL34 KLHL34
chrX	+	21656462	21656483	3	21	697.99	21656522	21656546	4	24	930.65	84	1628.64	6.56	7.6	0.0	100.0	0.76	0.76	KLHL34 KLHL34 KLHL34 KLHL34
chrX	-	10158318	10158338	3	20	804.88	10158564	10158584	3	20	823.12	266	1628.0	7.8	9.7	0.0	95.48	0.85	0.85	CLCN4 CLCN4 CLCN4 CLCN4 CLCN4
chr21	+	41426343	41426365	3	22	810.2	41426640	41426663	4	23	817.63	320	1627.83	18.12	23.44	0.66	33.48	0.68	0.68	MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1
chr19	-	14089867	14089888	4	21	1025.47	14089955	14089976	4	21	602.19	109	1627.66	16.0	16.1	1.42	42.28	0.76	0.76	SAMD1 SAMD1 SAMD1 SAMD1
chr5	-	42991739	42991760	3	21	836.04	42992085	42992109	3	24	791.11	370	1627.15	17.2	10.14	0.84	87.89	0.62	0.62	FLJ32255 FLJ32255 FLJ32255
chr7	+	78019394	78019413	3	19	679.65	78019689	78019712	4	23	947.28	318	1626.93	17.68	19.6	0.0	39.6	0.84	0.84	MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2
chr12	-	110689060	110689084	3	24	565.7	110689366	110689387	3	21	1061.12	327	1626.82	19.15	15.64	0.97	56.66	0.79	0.79	HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1 HVCN1
chr7	+	149422319	149422337	3	18	1012.99	149422414	149422434	3	20	613.64	115	1626.63	14.54	24.0	0.89	36.8	0.83	0.83	
chr13	+	49496119	49496143	3	24	293.49	49496345	49496367	3	22	1332.83	248	1626.32	16.43	16.2	0.0	53.6	0.88	0.88	SETDB2-PHF11 SETDB2-PHF11 SETDB2-PHF11 PHF11 PHF11 PHF11 PHF11 PHF11 PHF11 PHF11 PHF11 PHF11 PHF11 PHF11 PHF11 PHF11 PHF11
chr16	-	30417993	30418014	3	21	787.58	30418082	30418102	3	20	838.59	109	1626.17	17.06	17.1	0.76	52.98	0.76	0.76	ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771
chr7	+	78019708	78019731	4	23	761.45	78019973	78019996	3	23	864.58	288	1626.03	16.98	20.5	0.28	39.25	0.83	0.83	MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2
chrX	+	129980515	129980535	5	20	949.05	129980740	129980764	4	24	676.59	249	1625.64	6.86	9.1	0.0	64.82	0.8	0.8	BCORL1 BCORL1 BCORL1 BCORL1
chr5	+	76953710	76953732	4	22	845.28	76953952	76953976	4	24	780.05	266	1625.33	12.3	9.7	0.45	68.4	0.91	0.91	CRHBP CRHBP CRHBP CRHBP CRHBP
chrX	+	153647345	153647363	4	18	651.4	153647585	153647609	3	24	973.16	264	1624.56	11.58	11.44	0.0	74.28	0.83	0.83	DUSP9 DUSP9 DUSP9 DUSP9 DUSP9 DUSP9
chr15	-	62068123	62068144	4	21	969.71	62068418	62068441	3	23	653.96	318	1623.67	17.48	9.9	0.96	80.1	0.95	0.95	C2CD4A C2CD4A C2CD4A C2CD4A
chr9	+	114154087	114154109	3	22	230.54	114154423	114154441	4	18	1391.97	354	1622.51	16.68	19.6	0.26	36.68	0.73	0.73	LOC105376225 LOC105376225 LOC105376225
chr15	+	45378405	45378428	6	23	810.1	45378666	45378690	4	24	811.87	285	1621.97	15.0	8.8	0.0	63.8	0.91	0.91	GATM GATM GATM GATM GATM GATM GATM GATM GATM GATM GATM
chr17	-	63700487	63700511	3	24	552.12	63700732	63700751	3	19	1069.03	264	1621.15	13.64	16.5	0.0	55.28	0.79	0.79	LIMD2 LIMD2 LIMD2 LIMD2 LOC729683 LOC729683 LOC729683
chr8	+	141417540	141417564	5	24	1175.61	141417889	141417910	3	21	445.4	370	1621.01	9.69	12.7	0.0	50.52	0.88	0.88	PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3
chrX	+	21656442	21656462	3	20	690.2	21656522	21656546	4	24	930.65	104	1620.85	6.54	7.6	0.0	99.58	0.6	0.6	KLHL34 KLHL34 KLHL34 KLHL34
chrX	+	21656442	21656462	3	20	690.2	21656500	21656524	4	24	930.65	82	1620.85	6.42	7.6	0.0	99.58	0.6	0.6	KLHL34 KLHL34 KLHL34 KLHL34
chr22	+	31291036	31291059	4	23	437.92	31291355	31291373	3	18	1182.85	337	1620.77	15.35	25.12	0.79	33.22	0.74	0.74	PIK3IP1 PIK3IP1 PIK3IP1 PIK3IP1 PIK3IP1 PIK3IP1 PIK3IP1
chr12	-	121537896	121537915	4	19	816.86	121538052	121538073	3	21	803.84	177	1620.7	19.39	14.84	0.25	52.38	0.79	0.79	KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B
chr10	-	21494811	21494835	3	24	742.64	21494890	21494910	3	20	877.92	99	1620.56	19.34	9.86	2.33	91.52	0.79	0.79	MIR1915HG MIR1915HG MIR1915HG
chr2	-	232487522	232487542	3	20	462.27	232487818	232487840	3	22	1157.94	318	1620.21	13.3	16.1	0.0	55.79	0.9	0.9	ECEL1 ECEL1 ECEL1
chr12	-	121537811	121537834	4	23	740.64	121537898	121537921	4	23	879.52	110	1620.16	19.48	14.9	0.25	44.76	0.83	0.83	KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B
chr7	+	78019602	78019625	3	23	672.39	78019689	78019712	4	23	947.28	110	1619.67	16.88	19.6	0.36	39.98	0.87	0.87	MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2 MAGI2
chrX	+	21656212	21656236	3	24	687.87	21656500	21656524	4	24	930.65	312	1618.52	6.61	7.7	0.0	98.58	0.71	0.71	KLHL34 KLHL34 KLHL34 KLHL34
chrX	+	21656212	21656236	3	24	687.87	21656522	21656546	4	24	930.65	334	1618.52	6.73	7.7	0.0	98.58	0.71	0.71	KLHL34 KLHL34 KLHL34 KLHL34
chrX	-	108735300	108735323	3	23	844.18	108735670	108735694	5	24	773.96	394	1618.14	6.03	10.93	0.0	66.99	0.61	0.61	IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4
chr7	-	108454987	108455006	3	19	965.5	108455028	108455051	3	23	652.32	64	1617.82	13.93	24.6	0.0	37.16	0.84	0.84	NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM NRCAM
chr7	+	50303895	50303914	4	19	908.91	50303937	50303958	3	21	708.74	63	1617.65	16.7	25.94	0.26	30.02	0.89	0.89	IKZF1 IKZF1 IKZF1 IKZF1 IKZF1 IKZF1 IKZF1 IKZF1 IKZF1 IKZF1 IKZF1 IKZF1 IKZF1 IKZF1 IKZF1
chr8	+	737260	737284	3	24	622.8	737631	737652	3	21	994.8	392	1617.6	21.56	20.13	1.54	42.5	0.88	0.88	
chr3	-	48989792	48989810	3	18	446.03	48990169	48990191	3	22	1171.32	399	1617.35	14.38	24.64	0.0	37.74	0.78	0.78	LOC124909376 LOC124909376 LOC124909376
chr17	-	38673611	38673633	3	22	1048.87	38673848	38673868	3	20	568.1	257	1616.97	17.05	15.64	0.28	56.44	0.91	0.91	EPOP EPOP EPOP EPOP
chrX	+	132956520	132956543	4	23	609.01	132956651	132956669	4	18	1007.9	149	1616.91	6.52	12.62	0.0	53.44	0.87	0.87	HS6ST2 HS6ST2 HS6ST2 HS6ST2 HS6ST2 HS6ST2 HS6ST2 HS6ST2 HS6ST2 HS6ST2 HS6ST2
chr17	-	49993610	49993633	3	23	1197.48	49993731	49993749	3	18	419.38	139	1616.86	21.9	21.54	1.07	42.4	0.7	0.7	DLX3 DLX3
chr9	+	121699132	121699154	4	22	820.28	121699468	121699486	5	18	796.53	354	1616.81	17.36	18.05	0.38	33.39	0.91	0.91	DAB2IP DAB2IP DAB2IP
chr6	-	169724912	169724933	4	21	681.43	169725051	169725071	3	20	935.34	159	1616.77	13.3	14.5	0.0	51.89	0.9	0.9	
chr8	+	141417889	141417910	3	21	445.4	141417986	141418010	3	24	1170.14	121	1615.54	10.16	13.07	0.0	68.02	0.86	0.86	PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3
chr1	+	20484173	20484194	3	21	749.35	20484415	20484433	3	18	865.77	260	1615.12	17.33	9.7	2.36	93.08	0.62	0.62	CAMK2N1 CAMK2N1
chr17	+	17782330	17782349	4	19	872.15	17782435	17782454	4	19	742.82	124	1614.97	15.72	15.73	0.0	44.56	0.68	0.68	RAI1 RAI1 RAI1 RAI1 RAI1 RAI1 RAI1 RAI1 RAI1 LOC124903942 LOC124903942
chr21	+	41426338	41426358	3	20	1034.57	41426642	41426663	3	21	579.68	325	1614.25	17.97	23.46	0.75	37.8	0.7	0.7	MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1 MX1
chrX	-	39821520	39821541	4	21	605.53	39821656	39821680	3	24	1008.69	160	1614.22	8.82	13.0	0.0	62.18	0.86	0.86	
chr12	-	121537811	121537834	4	23	740.64	121537921	121537941	3	20	872.67	130	1613.31	19.5	14.86	0.54	53.34	0.83	0.83	KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B
chrX	+	21656426	21656449	3	23	682.42	21656500	21656524	4	24	930.65	98	1613.07	6.61	7.6	0.0	99.16	0.74	0.74	KLHL34 KLHL34 KLHL34 KLHL34
chrX	+	21656426	21656449	3	23	682.42	21656522	21656546	4	24	930.65	120	1613.07	6.73	7.6	0.0	99.16	0.74	0.74	KLHL34 KLHL34 KLHL34 KLHL34
chr8	+	141417540	141417564	5	24	1175.61	141417848	141417868	3	20	436.71	328	1612.32	9.66	12.7	0.0	50.24	0.88	0.88	PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3
chr1	-	27634169	27634187	4	18	995.62	27634284	27634306	3	22	616.25	137	1611.87	18.72	11.44	0.84	64.72	0.94	0.94	FGR FGR
chr8	+	141417690	141417714	4	24	1133.33	141417876	141417898	3	22	478.07	208	1611.4	9.97	12.9	0.0	56.28	0.92	0.92	PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3
chrX	+	153474778	153474799	3	21	939.95	153474984	153475002	3	18	671.35	224	1611.3	6.54	13.3	0.0	65.96	0.86	0.86	HAUS7 HAUS7 HAUS7 HAUS7
chr10	+	122163726	122163750	3	24	727.92	122163870	122163893	3	23	883.06	167	1610.98	14.38	11.3	0.28	78.64	0.96	0.96	TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2 TACC2
chrX	+	40098179	40098198	3	19	551.52	40098403	40098427	4	24	1059.15	248	1610.67	10.1	9.78	0.5	81.14	0.89	0.89	BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR BCOR
chr16	-	30417808	30417828	3	20	822.59	30417993	30418014	3	21	787.58	206	1610.17	17.24	17.13	0.0	52.78	0.75	0.75	ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771
chr14	-	105033475	105033497	3	22	789.44	105033541	105033559	3	18	820.63	84	1610.07	18.42	17.0	0.42	62.3	0.73	0.73	LOC124903398 LOC124903398
chrX	-	46574942	46574966	3	24	797.17	46575119	46575143	3	24	812.21	201	1609.38	8.28	9.3	0.0	96.78	0.58	0.58	CHST7 CHST7 CHST7 CHST7
chrX	-	46574942	46574966	3	24	797.17	46575121	46575145	3	24	812.21	203	1609.38	8.28	9.3	0.0	96.78	0.58	0.58	CHST7 CHST7 CHST7 CHST7
chrX	-	3881516	3881540	3	24	644.24	3881797	3881821	5	24	963.83	305	1608.07	7.0	18.14	0.0	38.5	0.71	0.71	FAM239A FAM239A FAM239A
chr3	-	36944528	36944552	3	24	786.17	36944878	36944898	3	20	821.71	370	1607.88	21.04	21.06	0.56	40.48	0.79	0.79	TRANK1 TRANK1 TRANK1 TRANK1 TRANK1 TRANK1 TRANK1 TRANK1 TRANK1 TRANK1
chr8	-	55879537	55879559	3	22	1009.48	55879846	55879867	5	21	597.89	330	1607.37	16.69	16.08	0.52	47.5	0.55	0.55	
chrX	+	153474749	153474770	3	21	932.58	153474819	153474838	3	19	674.56	89	1607.14	6.51	13.2	0.0	66.42	0.76	0.76	HAUS7 HAUS7 HAUS7 HAUS7
chr8	+	141417848	141417868	3	20	436.71	141417986	141418010	3	24	1170.14	162	1606.85	10.13	13.07	0.0	67.74	0.75	0.75	PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3 PTP4A3
chr1	+	12618395	12618415	3	20	868.82	12618562	12618581	3	19	738.02	186	1606.84	16.34	9.8	0.0	90.72	0.75	0.75	
chr2	+	237859588	237859612	3	24	724.52	237859812	237859836	3	24	881.62	248	1606.14	14.61	14.1	0.0	63.69	0.88	0.88	RAMP1 RAMP1
chr4	-	40856924	40856944	4	20	942.35	40857144	40857167	3	23	663.74	243	1606.09	13.68	8.0	0.24	96.07	0.85	0.85	APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2 APBB2
chr10	-	70458313	70458331	3	18	784.5	70458473	70458491	3	18	821.22	178	1605.72	15.04	9.4	0.0	95.69	0.83	0.83	
chr1	-	1630545	1630564	3	19	936.7	1630747	1630765	3	18	669.0	220	1605.7	17.02	11.46	0.88	77.18	0.79	0.79	MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 MIB2 LOC124903821 LOC124903821 LOC124903821
chr15	+	45378666	45378690	4	24	811.87	45378800	45378819	3	19	793.71	153	1605.58	14.94	8.9	0.0	87.48	0.83	0.83	GATM GATM GATM GATM GATM GATM GATM
chr2	+	96325341	96325359	3	18	626.32	96325463	96325484	3	21	979.17	143	1605.49	20.2	16.7	0.0	53.58	0.89	0.89	ITPRIPL1 ITPRIPL1 ITPRIPL1 ITPRIPL1 ITPRIPL1 ITPRIPL1 ITPRIPL1
chrX	+	107449018	107449039	3	21	850.82	107449320	107449339	3	19	754.6	321	1605.42	4.68	10.07	0.0	89.88	0.71	0.71	
chr15	-	64152191	64152213	4	22	473.13	64152336	64152356	4	20	1132.18	165	1605.31	17.05	10.75	0.62	61.44	0.82	0.82	SNX22 SNX22 SNX22 SNX22 SNX22
chr12	-	121537532	121537554	4	22	580.84	121537905	121537924	4	19	1024.45	392	1605.29	19.58	14.9	0.48	43.88	0.86	0.86	KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B KDM2B
chrX	+	153474749	153474770	3	21	932.58	153474984	153475002	3	18	671.35	253	1603.93	6.42	13.3	0.0	65.01	0.76	0.76	HAUS7 HAUS7 HAUS7 HAUS7
chr6	+	7051879	7051903	3	24	704.54	7052019	7052040	3	21	899.23	161	1603.77	15.9	18.37	1.66	47.26	0.92	0.92	
chr16	-	30417744	30417762	3	18	765.17	30418082	30418102	3	20	838.59	358	1603.76	17.43	17.34	1.3	51.36	0.78	0.78	ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771 ZNF771
chrX	-	108735706	108735726	3	20	824.74	108735906	108735925	4	19	778.96	219	1603.7	6.42	11.52	0.0	68.08	0.85	0.85	IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4 IRS4
chr19	-	14089851	14089873	4	22	1325.98	14089943	14089964	3	21	277.67	113	1603.65	16.29	16.2	1.97	43.26	0.73	0.73	SAMD1 SAMD1 SAMD1 SAMD1
chr5	+	139847885	139847909	4	24	1274.27	139848235	139848255	3	20	329.04	370	1603.31	14.9	11.93	0.34	59.32	0.96	0.96	NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2 NRG2
chrX	+	9465948	9465972	3	24	630.3	9466110	9466132	4	22	971.7	184	1602.0	5.72	10.2	0.0	74.82	0.75	0.75	TBL1X TBL1X TBL1X TBL1X TBL1X
chr5	+	177454914	177454937	3	23	572.19	177455092	177455111	3	19	1029.81	197	1602.0	17.1	12.3	0.24	73.22	0.65	0.65	PRR7 PRR7 PRR7 PRR7 PRR7 PRR7 PRR7 PRR7 PRR7 PRR7 PRR7
chr17	-	83080996	83081020	3	24	254.65	83081348	83081369	3	21	1347.24	373	1601.89	20.78	20.22	3.04	53.76	0.79	0.79	METRNL METRNL
chr21	-	31558034	31558057	3	23	1011.99	31558361	31558380	3	19	588.1	346	1600.09	14.66	14.4	0.0	61.46	0.52	0.52	TIAM1 TIAM1 TIAM1 TIAM1 TIAM1 TIAM1 TIAM1 TIAM1
chr21	-	31558076	31558099	4	23	885.43	31558357	31558380	4	23	714.6	304	1600.03	14.64	14.45	0.0	45.7	0.91	0.91	TIAM1 TIAM1 TIAM1 TIAM1 TIAM1 TIAM1 TIAM1 TIAM1
