Chro	strand	start	end	#CGs	length	score	cov_control	cov_tumor	meth_control	meth_tumor
chr17	+	48641743	48641762	3	19	130.25	4.62	9.0	0.0	24.32	
chr17	+	48718362	48718380	4	18	712.79	7.0	6.0	0.0	75.68	
chr17	+	48734262	48734282	3	20	463.17	4.4	6.67	0.0	76.91	
chr17	+	48747742	48747765	3	23	339.43	7.6	6.33	0.0	45.37	
chr17	+	48997861	48997882	3	21	238.03	3.71	5.22	0.0	50.93	
chr17	+	48997882	48997906	3	24	237.92	3.75	5.38	0.0	60.42	
chr17	+	49224789	49224808	3	19	93.05	5.4	4.2	0.0	60.0	
chr17	+	49362140	49362160	3	20	124.42	6.88	4.67	0.0	33.7	
chr17	+	49851174	49851195	3	21	69.02	3.5	5.5	0.0	22.78	
chr17	+	50095205	50095228	3	23	131.73	5.5	7.38	0.0	26.79	
chr17	+	50508755	50508775	3	20	236.79	11.75	6.0	0.0	49.46	
chr17	+	50561411	50561433	3	22	174.25	5.2	4.75	0.0	53.12	
chr17	+	50561414	50561437	3	23	135.27	5.2	5.29	0.0	41.67	
chr17	+	50707452	50707476	3	24	307.22	4.0	7.67	0.0	24.18	
chr17	+	54968380	54968401	3	21	150.92	6.5	4.67	0.0	25.0	
chr17	+	55264030	55264048	3	18	75.52	6.75	6.5	0.0	26.11	
chr17	+	56593461	56593481	3	20	55.7	4.4	5.29	0.0	16.33	
chr17	+	56597848	56597869	3	21	56.34	4.0	5.0	0.0	16.67	
chr17	+	57256574	57256595	3	21	116.9	5.29	6.88	0.0	17.83	
chr17	+	57955316	57955340	3	24	237.25	11.0	4.67	0.0	45.37	
chr17	+	57987207	57987229	3	22	212.87	3.0	6.67	0.0	35.2	
chr17	+	57987216	57987234	3	18	256.27	2.86	6.67	0.0	41.94	
chr17	+	58083402	58083420	3	18	208.35	4.0	6.33	0.0	27.78	
chr17	+	59332088	59332108	3	20	121.57	4.33	5.67	0.0	26.96	
chr17	+	59332106	59332130	3	24	167.53	5.0	5.67	0.0	37.7	
chr17	+	60120172	60120192	3	20	90.96	6.14	5.5	0.0	20.62	
chr17	+	60139451	60139470	3	19	101.33	3.86	7.0	0.0	31.6	
chr17	+	60150176	60150200	4	24	110.16	5.25	6.0	0.0	18.33	
chr17	+	60150180	60150200	3	20	85.13	4.86	6.0	0.0	18.89	
chr17	+	60150194	60150218	3	24	88.04	4.25	6.0	0.0	22.26	
chr17	+	60150260	60150284	5	24	163.66	5.57	6.22	0.0	31.48	
chr17	+	60150262	60150284	4	22	88.54	6.2	6.29	0.0	26.19	
chr17	+	60150264	60150284	3	20	79.89	7.0	6.4	0.0	30.0	
chr17	+	61400361	61400384	3	23	183.45	7.25	4.86	0.0	48.81	
chr17	+	61409452	61409471	3	19	61.4	6.12	2.33	0.0	50.0	
chr17	+	62703911	62703931	3	20	80.44	5.25	4.2	0.0	36.67	
chr17	+	63621906	63621927	3	21	168.68	6.0	4.25	0.0	47.92	
chr17	+	63742785	63742805	4	20	299.16	4.0	6.33	0.0	42.54	
chr17	+	63848893	63848913	3	20	50.6	7.8	7.5	0.0	21.66	
chr17	+	64507062	64507080	3	18	91.59	4.5	4.8	0.0	56.67	
chr17	+	65561627	65561647	4	20	78.28	6.5	5.88	0.0	19.79	
chr17	+	65561645	65561669	3	24	50.63	6.5	5.67	0.0	17.78	
chr17	+	66302319	66302340	3	21	86.22	5.43	7.83	0.0	31.67	
chr17	+	66302337	66302361	6	24	168.9	5.53	8.0	0.0	26.49	
chr17	+	66302340	66302361	5	21	136.46	5.54	8.0	0.0	21.79	
chr17	+	67993474	67993495	3	21	116.39	4.4	6.17	0.0	32.96	
chr17	+	68035517	68035536	3	19	87.63	6.5	6.5	0.0	29.16	
chr17	+	68198818	68198842	3	24	401.48	5.33	4.33	0.0	70.37	
chr17	+	68198836	68198859	3	23	394.65	5.71	4.33	0.0	67.59	
chr17	+	68200759	68200782	3	23	115.66	4.75	5.22	0.0	18.52	
chr17	+	68207011	68207033	3	22	363.18	4.75	6.0	0.0	59.26	
chr17	+	68601028	68601048	3	20	125.9	5.5	5.88	0.0	33.75	
chr17	+	68601043	68601061	3	18	98.84	5.5	6.43	0.0	32.62	
chr17	+	68601048	68601072	3	24	136.4	5.5	6.29	0.0	42.14	
chr17	+	70704368	70704386	3	18	220.99	2.0	4.33	0.0	52.65	
chr17	+	72116510	72116534	3	24	122.73	2.75	6.57	0.0	30.95	
chr17	+	72116924	72116948	3	24	466.41	2.0	6.0	0.0	75.19	
chr17	+	72117420	72117442	3	22	284.48	2.5	6.0	0.0	44.44	
chr17	+	72117880	72117903	3	23	369.52	2.6	5.67	0.0	58.15	
chr17	+	72117888	72117910	3	22	360.44	2.75	5.67	0.0	55.93	
chr17	+	72117910	72117934	3	24	300.96	2.6	5.67	0.0	45.37	
chr17	+	72120549	72120567	3	18	193.44	2.0	5.88	0.0	30.42	
chr17	+	72121223	72121242	3	19	173.02	2.0	6.0	0.0	28.15	
chr17	+	72121239	72121258	3	19	244.11	2.0	6.0	0.0	37.04	
chr17	+	72122815	72122838	3	23	125.77	1.67	6.57	0.0	29.05	
chr17	+	73644294	73644314	3	20	75.55	3.71	5.17	0.0	27.5	
chr17	+	74431538	74431559	3	21	132.89	4.5	5.71	0.0	42.62	
chr17	+	74431756	74431776	3	20	195.27	4.5	5.71	0.0	43.27	
chr17	+	74936195	74936219	3	24	187.32	4.67	5.33	0.0	34.37	
chr17	+	74936199	74936221	3	22	131.12	5.0	5.5	0.0	41.04	
chr17	+	75077670	75077688	3	18	95.51	3.5	5.43	0.0	25.0	
chr17	+	75154226	75154248	3	22	80.15	4.71	7.5	0.0	43.75	
chr17	+	75182499	75182522	3	23	83.51	5.0	7.0	0.0	12.43	
chr17	+	75182670	75182692	3	22	143.28	5.0	7.0	0.0	26.43	
chr17	+	75182760	75182781	3	21	131.03	5.0	7.86	0.0	27.62	
chr17	+	75779194	75779214	3	20	242.52	7.0	5.12	0.0	44.79	
chr17	+	75779579	75779600	3	21	124.97	5.43	5.0	0.0	31.94	
chr17	+	75779709	75779733	3	24	175.31	5.12	4.75	0.0	34.38	
chr17	+	76240290	76240310	3	20	192.46	6.0	6.33	0.0	29.97	
chr17	+	76240333	76240356	3	23	187.66	6.0	6.33	0.0	25.79	
chr17	+	76383434	76383457	3	23	70.42	7.67	10.0	0.0	10.42	
chr17	+	76384277	76384298	3	21	59.12	7.33	9.5	0.0	10.58	
chr17	+	76384291	76384312	4	21	67.24	7.33	9.5	0.0	10.99	
chr17	+	76384308	76384332	4	24	58.08	7.33	9.5	0.0	10.14	
chr17	+	76384312	76384332	3	20	40.78	7.33	9.5	0.0	7.96	
chr17	+	76384326	76384350	3	24	59.52	7.22	9.5	0.0	13.75	
chr17	+	76384332	76384352	3	20	65.63	7.11	9.5	0.0	13.35	
chr17	+	76537493	76537511	3	18	99.47	4.0	9.5	0.0	31.94	
chr17	+	76538445	76538467	6	22	406.74	4.55	7.0	0.0	59.34	
chr17	+	76538461	76538482	4	21	260.34	4.5	7.0	0.0	56.03	
chr17	+	76538464	76538482	3	18	182.48	4.5	7.0	0.0	58.04	
chr17	+	76710792	76710813	3	21	170.94	4.0	6.43	0.0	29.76	
chr17	+	76736596	76736617	3	21	132.8	5.62	5.33	0.0	20.55	
chr17	+	76736961	76736982	3	21	168.66	5.62	5.5	0.0	30.21	
chr17	+	77140646	77140667	3	21	99.22	6.0	7.83	0.0	26.85	
chr17	+	77140846	77140870	3	24	203.97	6.2	6.62	0.0	45.31	
chr17	+	77373278	77373302	3	24	176.21	5.75	8.75	0.0	32.71	
chr17	+	77958145	77958168	3	23	169.02	5.33	7.12	0.0	19.79	
chr17	+	78313877	78313897	3	20	164.68	4.57	5.0	0.0	46.88	
chr17	+	78342396	78342420	3	24	109.1	7.0	4.0	0.0	49.52	
chr17	+	78352923	78352946	3	23	53.04	6.0	4.17	0.0	29.17	
chr17	+	78840850	78840872	3	22	80.92	7.0	8.29	0.0	26.43	
chr17	+	79009736	79009759	3	23	72.67	5.67	9.14	0.0	13.35	
chr17	+	79748367	79748386	3	19	113.67	4.25	5.0	0.0	47.22	
chr17	+	79778099	79778120	3	21	71.25	4.0	6.0	0.0	21.09	
chr17	+	79778118	79778136	3	18	73.73	4.4	6.0	0.0	21.09	
chr17	+	79839563	79839582	3	19	31.98	2.88	5.0	0.0	13.89	
chr17	+	79839905	79839926	3	21	64.94	3.8	5.5	0.0	23.05	
chr17	+	80035656	80035678	3	22	216.26	6.5	8.67	0.0	23.81	
chr17	+	80036666	80036689	4	23	231.75	6.71	8.33	0.0	21.65	
chr17	+	80037063	80037081	3	18	136.25	6.5	8.33	0.0	18.86	
chr17	+	80037117	80037137	3	20	217.39	6.5	9.25	0.0	29.96	
chr17	+	80260793	80260811	3	18	177.23	6.6	7.2	0.0	50.0	
chr17	+	81285294	81285312	3	18	74.71	5.0	3.57	0.0	26.19	
chr17	+	81294955	81294976	3	21	56.48	7.57	5.0	0.0	23.61	
chr17	+	81396211	81396229	3	18	127.8	8.0	4.0	0.0	47.22	
chr17	+	81398441	81398465	3	24	117.75	8.4	4.0	0.0	46.67	
chr17	+	81399299	81399319	3	20	130.51	6.5	3.5	0.0	51.39	
chr17	+	81399314	81399334	5	20	210.63	6.89	3.5	0.0	50.83	
chr17	+	81399366	81399384	3	18	155.92	6.5	3.5	0.0	64.45	
chr17	+	81488481	81488503	4	22	341.32	5.75	6.42	0.0	45.76	
chr17	+	81488484	81488503	3	19	243.28	5.67	6.44	0.0	43.24	
chr17	+	81512996	81513015	4	19	165.97	9.11	9.4	0.0	17.11	
chr17	+	81860579	81860603	3	24	238.82	5.75	6.67	0.0	33.44	
chr17	+	82024055	82024075	3	20	111.83	5.5	6.0	0.0	41.67	
chr17	+	82031035	82031056	3	21	43.55	4.86	7.4	0.0	17.86	
chr17	+	82031388	82031412	4	24	85.58	4.89	6.86	0.0	24.76	
chr17	+	82031549	82031568	3	19	38.58	4.71	6.5	0.0	12.5	
chr17	+	82031665	82031688	3	23	52.92	5.33	6.0	0.0	20.83	
chr17	+	82031793	82031817	3	24	27.81	4.71	6.0	0.0	8.93	
chr17	+	82031810	82031834	3	24	24.22	4.71	6.0	0.0	8.93	
chr17	+	82031876	82031899	3	23	45.05	6.2	6.5	0.0	15.83	
chr17	+	82031955	82031979	3	24	69.09	4.38	6.5	0.0	19.72	
chr17	+	82036988	82037007	3	19	76.03	8.5	7.0	0.0	23.33	
chr17	+	82037279	82037301	3	22	48.5	4.38	7.0	0.0	15.48	
chr17	+	82037328	82037351	6	23	87.51	5.5	7.0	0.0	13.63	
chr17	+	82037330	82037351	5	21	55.69	6.0	7.0	0.0	9.93	
chr17	+	82037666	82037687	3	21	82.16	6.4	7.0	0.0	29.17	
chr17	+	82099279	82099301	3	22	71.66	6.86	5.6	0.0	31.67	
chr17	+	82228888	82228909	4	21	127.27	5.6	4.9	0.0	23.67	
chr17	+	82229117	82229137	3	20	116.81	5.38	4.67	0.0	26.67	
chr17	+	82751870	82751892	3	22	128.16	5.0	6.0	0.0	23.15	
chr17	+	83079627	83079645	3	18	40.25	6.5	7.0	0.0	14.44	
chr17	+	83079678	83079700	4	22	60.45	6.5	7.0	0.0	18.16	
chr17	+	83079680	83079700	3	20	40.06	6.5	7.0	0.0	19.44	
chr17	+	83080708	83080729	3	21	51.98	6.6	6.29	0.0	20.49	
chr17	-	181640	181660	3	20	276.32	4.43	5.33	0.0	49.84	
chr17	-	979689	979710	3	21	193.39	4.6	6.5	0.0	39.93	
chr17	-	979710	979732	4	22	148.76	4.5	9.0	0.0	29.72	
chr17	-	979728	979748	3	20	75.74	4.5	9.5	0.0	18.33	
chr17	-	1180389	1180412	3	23	259.18	5.43	10.0	0.0	37.06	
chr17	-	1260183	1260203	4	20	229.82	5.0	5.0	0.0	42.86	
chr17	-	1268485	1268509	3	24	96.37	6.62	5.83	0.0	34.72	
chr17	-	1268509	1268532	3	23	125.54	7.29	7.17	0.0	33.33	
chr17	-	1268576	1268600	4	24	131.2	8.38	7.67	0.0	30.37	
chr17	-	1268578	1268600	3	22	105.25	8.33	7.43	0.0	31.91	
chr17	-	1268600	1268622	3	22	89.67	6.62	7.43	0.0	27.62	
chr17	-	1268622	1268644	4	22	165.88	7.56	6.45	0.0	37.42	
chr17	-	1268629	1268651	4	22	158.48	7.56	6.45	0.0	38.03	
chr17	-	1486349	1486368	3	19	157.78	7.0	4.33	0.0	45.83	
chr17	-	1516804	1516826	3	22	46.71	9.0	9.5	0.0	7.5	
chr17	-	1710537	1710557	3	20	61.74	5.5	5.86	0.0	16.8	
chr17	-	2041573	2041594	4	21	238.73	4.33	4.18	0.0	56.06	
chr17	-	2041586	2041609	3	23	211.7	4.25	4.0	0.0	59.26	
chr17	-	2041782	2041800	3	18	99.97	4.62	4.57	0.0	35.71	
chr17	-	2057621	2057640	3	19	333.89	5.6	6.12	0.0	67.34	
chr17	-	2057635	2057659	3	24	384.3	5.0	6.0	0.0	78.97	
chr17	-	2057640	2057662	3	22	410.07	5.0	6.11	0.0	77.87	
chr17	-	2057734	2057757	3	23	390.23	5.0	6.5	0.0	85.0	
chr17	-	2303262	2303283	3	21	95.3	3.75	5.0	0.0	24.17	
chr17	-	2303867	2303886	3	19	42.57	2.71	6.0	0.0	11.33	
chr17	-	2393566	2393588	3	22	111.58	4.33	3.57	0.0	26.19	
chr17	-	2594438	2594457	3	19	130.13	5.5	5.38	0.0	29.58	
chr17	-	2776886	2776910	3	24	120.24	4.0	4.29	0.0	50.0	
chr17	-	2776905	2776928	3	23	180.36	4.0	3.88	0.0	65.62	
chr17	-	2776910	2776930	3	20	122.37	4.86	4.38	0.0	46.88	
chr17	-	2777081	2777099	3	18	85.92	3.62	5.5	0.0	27.78	
chr17	-	2853293	2853314	3	21	143.05	4.0	3.0	0.0	33.33	
chr17	-	3412087	3412105	3	18	337.48	4.0	6.67	0.0	42.59	
chr17	-	3696139	3696163	3	24	79.26	4.29	3.0	0.0	35.56	
chr17	-	3964344	3964364	3	20	99.69	6.6	3.29	0.0	42.86	
chr17	-	4365489	4365508	3	19	45.63	2.8	8.0	0.0	12.5	
chr17	-	4366416	4366436	3	20	70.34	3.0	7.0	0.0	15.95	
chr17	-	4366555	4366574	4	19	77.85	4.2	7.57	0.0	21.43	
chr17	-	4739087	4739107	3	20	94.52	7.67	8.0	0.0	27.78	
chr17	-	4949458	4949482	3	24	232.83	5.0	5.62	0.0	43.54	
chr17	-	4987655	4987678	3	23	155.3	5.12	4.33	0.0	30.37	
chr17	-	4987668	4987686	3	18	132.82	5.12	4.33	0.0	28.7	
chr17	-	5097165	5097185	3	20	285.75	6.67	6.75	0.0	55.56	
chr17	-	5282131	5282155	3	24	47.09	9.2	5.5	0.0	18.06	
chr17	-	5282155	5282175	3	20	29.73	8.0	5.5	0.0	15.28	
chr17	-	6652244	6652265	3	21	370.08	3.17	4.0	0.0	86.3	
chr17	-	7044121	7044145	3	24	86.06	4.62	6.5	0.0	19.29	
chr17	-	7251746	7251769	3	23	79.55	5.33	3.86	0.0	40.48	
chr17	-	7381169	7381187	3	18	184.27	4.5	7.0	0.0	44.22	
chr17	-	7383880	7383903	3	23	117.89	4.29	9.5	0.0	26.35	
chr17	-	7394765	7394788	5	23	150.48	7.38	8.5	0.0	23.93	
chr17	-	7394774	7394792	5	18	155.77	7.38	8.5	0.0	24.26	
chr17	-	7394782	7394801	5	19	193.69	7.38	8.5	0.0	31.17	
chr17	-	7561794	7561815	3	21	195.63	5.25	7.33	0.0	41.77	
chr17	-	7561809	7561830	3	21	181.54	5.25	8.0	0.0	39.7	
chr17	-	7835409	7835432	3	23	38.47	7.0	7.5	0.0	9.88	
chr17	-	7886237	7886260	3	23	55.6	4.83	2.67	0.0	33.33	
chr17	-	7886257	7886276	3	19	64.25	4.14	2.86	0.0	33.33	
chr17	-	8125784	8125806	3	22	324.49	5.38	6.14	0.0	36.9	
chr17	-	8156381	8156405	3	24	291.86	3.33	6.33	0.0	43.83	
chr17	-	8226610	8226634	3	24	362.69	5.78	7.0	0.0	47.22	
chr17	-	8226666	8226685	3	19	424.96	6.12	7.0	0.0	53.02	
chr17	-	10198381	10198399	3	18	246.17	3.62	7.33	0.0	37.81	
chr17	-	12665426	12665450	3	24	389.79	3.17	5.44	0.0	60.19	
chr17	-	12665438	12665460	4	22	632.18	2.8	5.33	0.0	78.89	
chr17	-	12665591	12665611	3	20	324.17	3.0	5.12	0.0	64.17	
chr17	-	12665593	12665616	3	23	309.04	2.71	5.12	0.0	60.0	
chr17	-	12665751	12665772	5	21	321.84	3.0	5.55	0.0	51.52	
chr17	-	12665769	12665793	3	24	127.81	2.8	5.43	0.0	47.62	
chr17	-	13601319	13601342	3	23	64.59	6.5	4.6	0.0	36.67	
chr17	-	13602192	13602210	3	18	56.48	7.0	4.5	0.0	26.39	
chr17	-	14301992	14302013	4	21	96.37	4.11	3.43	0.0	50.0	
chr17	-	14302001	14302019	4	18	96.37	4.11	3.25	0.0	43.75	
chr17	-	16214995	16215017	3	22	75.94	7.0	4.0	0.0	33.33	
chr17	-	16830399	16830422	3	23	163.89	3.0	3.71	0.0	69.05	
chr17	-	17723777	17723797	3	20	148.4	6.0	3.71	0.0	46.43	
chr17	-	17752392	17752416	3	24	257.47	4.5	4.43	0.0	40.48	
chr17	-	17836231	17836252	3	21	198.18	3.67	8.43	0.0	36.9	
chr17	-	18039014	18039038	3	24	84.5	8.25	5.0	0.0	25.0	
chr17	-	19362242	19362266	3	24	133.03	4.67	7.4	0.0	46.67	
chr17	-	19362467	19362487	3	20	103.83	4.88	7.0	0.0	37.7	
chr17	-	19362477	19362496	3	19	88.32	5.14	7.0	0.0	30.72	
chr17	-	19362606	19362626	5	20	178.34	4.79	7.44	0.0	41.22	
chr17	-	19362608	19362632	5	24	164.75	4.79	7.44	0.0	39.1	
chr17	-	19362610	19362632	4	22	108.03	4.82	7.57	0.0	30.27	
chr17	-	19362612	19362632	3	20	84.25	4.88	7.0	0.0	29.76	
chr17	-	19362702	19362723	4	21	95.32	5.0	7.0	0.0	29.3	
chr17	-	19362710	19362729	4	19	97.83	5.0	7.0	0.0	27.22	
chr17	-	19362723	19362745	4	22	94.21	5.5	7.0	0.0	35.42	
chr17	-	19363034	19363058	4	24	109.64	4.67	7.57	0.0	24.83	
chr17	-	19533888	19533912	4	24	105.68	6.0	4.0	0.0	46.88	
chr17	-	19533890	19533912	3	22	77.17	6.29	4.0	0.0	41.67	
chr17	-	19649112	19649134	4	22	240.31	7.33	6.6	0.0	40.0	
chr17	-	20495598	20495619	3	21	320.55	3.5	4.67	0.0	62.59	
chr17	-	20844351	20844375	3	24	111.25	5.5	5.0	0.0	45.56	
chr17	-	20844370	20844393	3	23	146.23	5.5	4.86	0.0	46.19	
chr17	-	21376646	21376664	3	18	179.08	6.57	5.38	0.0	45.42	
chr17	-	21376693	21376714	4	21	142.29	6.8	5.67	0.0	32.41	
chr17	-	24346451	24346470	3	19	19.46	2.0	1.0	0.0	100.0	
chr17	-	25863620	25863639	3	19	189.63	1.0	2.5	0.0	83.33	
chr17	-	26438942	26438961	3	19	303.53	1.0	4.0	0.0	84.13	
chr17	-	26544185	26544204	3	19	232.24	1.0	4.43	0.0	85.71	
chr17	-	28645133	28645154	3	21	72.83	6.2	7.5	0.0	21.39	
chr17	-	29613261	29613284	3	23	256.39	6.5	5.0	0.0	52.38	
chr17	-	29613300	29613321	3	21	178.81	6.5	5.5	0.0	25.0	
chr17	-	30709074	30709098	3	24	112.88	3.0	4.38	0.0	22.29	
chr17	-	30906359	30906382	3	23	48.97	5.0	7.5	0.0	13.61	
chr17	-	30921938	30921961	3	23	155.31	6.2	6.14	0.0	43.88	
chr17	-	31008400	31008424	4	24	342.1	4.2	7.5	0.0	73.51	
chr17	-	31008403	31008424	3	21	261.21	4.43	7.5	0.0	75.0	
chr17	-	31008411	31008431	3	20	188.9	4.0	7.5	0.0	54.44	
chr17	-	31009244	31009263	3	19	236.08	5.33	6.5	0.0	77.62	
chr17	-	31009251	31009275	3	24	233.18	6.0	6.5	0.0	77.22	
chr17	-	31391951	31391975	3	24	135.95	6.6	5.88	0.0	26.04	
chr17	-	31487848	31487870	3	22	76.17	3.75	5.71	0.0	20.24	
chr17	-	31559430	31559449	3	19	168.85	4.0	4.38	0.0	51.25	
chr17	-	31917165	31917189	3	24	324.3	9.71	4.0	1.43	79.63	
chr17	-	31917257	31917276	3	19	386.78	10.5	4.0	1.39	88.52	
chr17	-	31917289	31917310	3	21	330.36	8.0	4.0	0.0	78.89	
chr17	-	31917304	31917327	3	23	353.1	8.75	4.0	0.0	84.45	
chr17	-	34580440	34580458	3	18	303.19	7.0	4.67	0.0	62.96	
chr17	-	34580443	34580465	3	22	289.79	7.0	4.67	0.0	53.7	
chr17	-	34581464	34581487	3	23	256.29	6.8	4.33	0.0	45.37	
chr17	-	34980478	34980501	3	23	35.46	6.4	6.0	0.0	12.1	
chr17	-	35089337	35089358	3	21	119.16	3.5	3.38	0.0	37.5	
chr17	-	35142141	35142161	3	20	124.72	4.67	6.57	0.0	39.76	
chr17	-	35460798	35460818	3	20	358.05	5.0	7.33	0.0	35.29	
chr17	-	36936613	36936631	3	18	350.51	6.5	4.43	0.0	60.71	
chr17	-	36936922	36936946	3	24	399.17	6.5	4.5	0.0	71.88	
chr17	-	37742746	37742768	3	22	238.82	5.33	6.86	0.0	61.91	
chr17	-	37742776	37742800	3	24	309.63	6.33	6.0	0.0	62.22	
chr17	-	37742796	37742815	3	19	271.81	6.57	6.38	0.0	60.42	
chr17	-	37742870	37742894	5	24	384.64	6.91	6.21	0.0	47.5	
chr17	-	37742872	37742894	4	22	258.65	6.78	6.27	0.0	42.27	
chr17	-	38257360	38257379	3	19	57.11	5.0	9.0	0.0	7.8	
chr17	-	38257477	38257499	3	22	150.65	5.2	7.5	0.0	26.25	
chr17	-	38563620	38563643	3	23	221.68	4.67	8.0	0.0	27.78	
chr17	-	38572769	38572791	4	22	280.14	5.89	7.33	0.0	33.41	
chr17	-	38572773	38572791	3	18	207.36	6.5	7.33	0.0	33.33	
chr17	-	38671324	38671344	3	20	82.18	4.5	6.5	0.0	39.58	
chr17	-	38674183	38674204	3	21	43.81	4.57	6.2	0.0	28.57	
chr17	-	38675172	38675195	3	23	71.62	5.0	5.5	0.0	43.06	
chr17	-	38702492	38702516	3	24	70.44	4.67	9.0	0.0	17.38	
chr17	-	38702516	38702539	3	23	85.99	5.0	9.0	0.0	24.17	
chr17	-	38705745	38705768	4	23	163.98	4.3	9.5	0.0	29.84	
chr17	-	38705758	38705776	4	18	133.16	4.3	9.5	0.0	23.88	
chr17	-	38705768	38705791	3	23	31.77	4.71	9.5	0.0	6.28	
chr17	-	38705791	38705815	3	24	94.87	4.83	9.5	0.0	21.52	
chr17	-	38748797	38748816	4	19	198.29	6.0	7.2	0.0	34.17	
chr17	-	38749325	38749348	3	23	76.48	5.75	7.0	0.0	19.18	
chr17	-	38870442	38870465	3	23	78.33	8.25	4.0	0.0	33.33	
chr17	-	39401411	39401431	3	20	257.19	6.0	4.86	0.0	40.48	
chr17	-	39627101	39627125	3	24	124.16	4.0	3.29	0.0	47.62	
chr17	-	39627385	39627408	4	23	207.19	4.0	3.2	0.0	65.0	
chr17	-	39627387	39627408	3	21	143.29	4.0	3.12	0.0	62.5	
chr17	-	39668257	39668276	3	19	58.98	7.43	7.5	1.3	15.83	
chr17	-	39754246	39754270	3	24	56.33	4.12	4.4	0.0	20.0	
chr17	-	40096481	40096502	3	21	171.72	4.67	6.86	0.0	29.76	
chr17	-	40108252	40108276	3	24	170.77	6.2	6.88	0.0	34.38	
chr17	-	41734219	41734242	3	23	114.07	8.88	5.71	0.0	53.4	
chr17	-	41734313	41734331	3	18	56.59	8.88	7.4	0.0	15.86	
chr17	-	41865460	41865483	3	23	86.44	5.0	4.0	0.0	36.11	
chr17	-	41865495	41865518	3	23	88.09	5.0	4.0	0.0	50.0	
chr17	-	41966657	41966675	3	18	48.82	5.75	7.5	0.0	16.66	
chr17	-	41966974	41966996	3	22	72.3	6.0	7.5	0.0	20.83	
chr17	-	42276254	42276272	4	18	63.75	6.0	5.5	0.0	26.79	
chr17	-	42288683	42288701	4	18	78.56	5.71	6.78	0.0	15.74	
chr17	-	42288694	42288715	3	21	67.92	5.8	7.5	0.0	26.39	
chr17	-	42536208	42536230	3	22	84.85	2.5	7.5	0.0	25.0	
chr17	-	42536280	42536298	3	18	35.47	2.75	7.5	0.0	10.42	
chr17	-	42536530	42536552	3	22	56.34	2.75	7.0	0.0	20.0	
chr17	-	42548400	42548421	4	21	251.47	2.0	4.27	0.0	70.71	
chr17	-	42548449	42548471	4	22	325.14	2.0	4.0	0.0	85.91	
chr17	-	42548452	42548471	3	19	224.13	2.0	4.0	0.0	81.22	
chr17	-	42548455	42548478	3	23	243.59	2.0	4.0	0.0	84.92	
chr17	-	42548471	42548491	4	20	331.39	2.0	4.0	0.0	81.15	
chr17	-	42548478	42548499	4	21	330.28	2.0	4.27	0.0	86.06	
chr17	-	42548480	42548499	3	19	229.27	2.0	4.38	0.0	80.83	
chr17	-	42548576	42548600	3	24	319.07	2.0	4.33	0.0	81.9	
chr17	-	42548597	42548618	3	21	309.68	2.0	4.33	0.0	76.35	
chr17	-	42548718	42548737	3	19	245.36	2.33	4.25	0.0	74.11	
chr17	-	42566946	42566969	3	23	111.16	3.67	9.5	0.0	23.22	
chr17	-	42567031	42567052	5	21	136.24	3.71	9.9	0.0	17.25	
chr17	-	42567039	42567060	5	21	92.74	3.67	10.0	0.0	11.5	
chr17	-	42609689	42609710	3	21	81.97	5.86	8.5	0.0	23.61	
chr17	-	42610115	42610139	3	24	44.25	6.33	8.17	0.0	16.67	
chr17	-	42610136	42610157	3	21	44.25	6.33	8.0	0.0	16.67	
chr17	-	43170240	43170263	3	23	187.41	2.4	3.67	0.0	50.0	
chr17	-	43234757	43234781	3	24	279.12	5.0	10.0	0.0	32.72	
chr17	-	43234774	43234792	3	18	270.95	4.4	10.75	0.0	35.77	
chr17	-	43241877	43241897	3	20	119.7	2.0	10.62	0.0	14.13	
chr17	-	43246328	43246351	3	23	237.38	2.75	12.29	0.0	26.46	
chr17	-	43252371	43252393	3	22	199.15	2.0	10.33	0.0	22.41	
chr17	-	43299391	43299415	3	24	430.38	3.83	7.33	0.0	56.85	
chr17	-	43833057	43833079	3	22	155.44	4.62	5.0	0.0	25.0	
chr17	-	44014440	44014458	4	18	142.33	5.44	4.5	0.0	49.58	
chr17	-	44199627	44199646	3	19	64.94	5.0	6.57	0.0	24.32	
chr17	-	44354560	44354584	3	24	387.02	6.33	5.33	0.0	79.72	
chr17	-	44363837	44363860	3	23	160.24	4.0	6.0	0.0	35.42	
chr17	-	44557037	44557057	3	20	125.71	5.29	7.5	0.0	38.89	
chr17	-	45019082	45019100	4	18	218.9	5.0	5.82	0.0	31.06	
chr17	-	45019085	45019109	4	24	216.03	5.0	5.82	0.0	31.06	
chr17	-	45019094	45019118	4	24	174.86	5.27	5.82	0.0	26.51	
chr17	-	45019100	45019118	3	18	120.36	5.38	5.88	0.0	26.04	
chr17	-	45222135	45222159	3	24	77.25	5.88	4.86	0.0	22.62	
chr17	-	45620672	45620692	3	20	161.34	7.25	6.57	0.0	36.19	
chr17	-	45783409	45783432	4	23	379.21	5.5	5.82	0.0	39.39	
chr17	-	45783427	45783447	4	20	372.49	5.5	6.0	0.0	39.17	
chr17	-	45894289	45894309	3	20	42.82	2.0	7.0	0.0	12.22	
chr17	-	45894886	45894904	3	18	94.35	2.0	8.0	0.0	22.22	
chr17	-	45895780	45895803	3	23	92.78	2.71	7.0	0.0	20.0	
chr17	-	45897104	45897124	4	20	287.26	3.0	5.4	0.0	57.0	
